region_name,country,income,agency,channel,dac_category,fiscal_year,amt
Sub-Saharan Africa,Benin,LIC,MCC,Government,Administrative Costs,2007,29302.0
Sub-Saharan Africa,Mali,LIC,STATE,NGO,Governance,2015,47993.0
Sub-Saharan Africa,Cameroon,LMIC,PC,Government,Governance,2017,136726.0
Sub-Saharan Africa,Somalia,LIC,USAID,Multilateral,Humanitarian,2011,586708.0
Sub-Saharan Africa,Tanzania,LIC,USAID,Enterprises,Economic Growth,2006,1387623.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Government,Health and Population,2003,141701.0
Sub-Saharan Africa,Sierra Leone,LIC,STATE,NGO,Humanitarian,2004,662338.0
Sub-Saharan Africa,Central African Republic,LIC,DOC,Universities and Research Institutes,Agriculture,2010,8766.0
Sub-Saharan Africa,Angola,LMIC,USAID,NGO,Education,2016,2624.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Enterprises,Administrative Costs,2016,122395.0
Sub-Saharan Africa,Nigeria,LMIC,TREAS,Government,Economic Growth,2011,155828.0
Sub-Saharan Africa,Burkina Faso,LIC,MCC,Government,Other,2015,502.0
Sub-Saharan Africa,Uganda,LIC,USAID,Enterprises,Administrative Costs,2016,579816.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Health and Population,2016,212329.0
Sub-Saharan Africa,Lesotho,LMIC,USAID,Enterprises,Governance,2004,2746.0
Sub-Saharan Africa,Sudan,LMIC,USAID,NGO,Humanitarian,2018,330161.0
Sub-Saharan Africa,Niger,LIC,USAID,NGO,Humanitarian,2020,326881.0
Sub-Saharan Africa,Mali,LIC,USAID,Government,Governance,2004,31360.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Education,2017,4902923.0
Sub-Saharan Africa,Somalia,LIC,USAID,NGO,Humanitarian,2015,341791.0
Sub-Saharan Africa,Mali,LIC,USAID,Government,Other,2012,216955.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Administrative Costs,2016,108614.0
Sub-Saharan Africa,Mozambique,LIC,AGR,NGO,Commodity Assistance,2004,41086.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Governance,2017,2608.0
Sub-Saharan Africa,Kenya,LMIC,ADF,NGO,Agriculture,2020,2452.0
Sub-Saharan Africa,Rwanda,LIC,USAID,Multilateral,Humanitarian,2009,667098.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Governance,2006,98018.0
Sub-Saharan Africa,Namibia,UMIC,ADF,Enterprises,Agriculture,2011,5608.0
Sub-Saharan Africa,Uganda,LIC,USAID,Multilateral,Humanitarian,2007,32375.0
Sub-Saharan Africa,Ghana,LMIC,MCC,Government,Administrative Costs,2006,1685809.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Enterprises,Administrative Costs,2017,19743.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Multilateral,Humanitarian,2012,122694.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Commodity Assistance,2009,18789.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Church and Faith Based,Other,2007,486840.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Health and Population,2010,1411983.0
Sub-Saharan Africa,Mozambique,LIC,USAID,Government,Health and Population,2012,22492.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,Government,Commodity Assistance,2018,56282.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Church and Faith Based,Commodity Assistance,2001,205228.0
Sub-Saharan Africa,Cote d'Ivoire,LMIC,DOD,Government,Health and Population,2015,498880.0
Sub-Saharan Africa,Uganda,LIC,PC,Government,Health and Population,2016,11118.0
Sub-Saharan Africa,Sudan,LMIC,STATE,Multilateral,Humanitarian,2016,14916105.0
Sub-Saharan Africa,Sierra Leone,LIC,STATE,NGO,Humanitarian,2013,392.0
Sub-Saharan Africa,Benin,LIC,USAID,NGO,Health and Population,2020,139741.0
Sub-Saharan Africa,Burkina Faso,LIC,USAID,Government,Commodity Assistance,1996,760176.0
Sub-Saharan Africa,Liberia,LIC,MCC,Government,Administrative Costs,2019,92413.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Government,Other,2005,89124.0
Sub-Saharan Africa,Zambia,LMIC,ADF,NGO,Other,2014,250936.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Education,2016,2402634.0
Sub-Saharan Africa,Angola,LMIC,AGR,Government,Commodity Assistance,1994,2868114.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Enterprises,Health and Population,2008,48514.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Health and Population,2018,4579943.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Government,Health and Population,2005,200122.0
Sub-Saharan Africa,Malawi,LIC,USAID,NGO,Health and Population,2017,431970.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Other,2006,30954.0
Sub-Saharan Africa,Mozambique,LIC,USAID,Enterprises,Governance,2006,1984.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Enterprises,Health and Population,2019,35710530.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Enterprises,Governance,2005,3634.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Governance,2019,193050.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Health and Population,2009,418948.0
Sub-Saharan Africa,Liberia,LIC,USAID,Church and Faith Based,Humanitarian,2005,694037.0
Sub-Saharan Africa,Ethiopia,LIC,STATE,Church and Faith Based,Humanitarian,2009,23577.0
Sub-Saharan Africa,Rwanda,LIC,USAID,Enterprises,Administrative Costs,2021,2257.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Enterprises,Health and Population,2011,11654.0
Sub-Saharan Africa,Angola,LMIC,USAID,Enterprises,Administrative Costs,2019,34969.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Government,Governance,2008,87509.0
Sub-Saharan Africa,Burundi,LIC,USAID,Enterprises,Governance,2012,284306.0
Sub-Saharan Africa,Kenya,LMIC,USAID,NGO,Governance,2013,643850.0
Sub-Saharan Africa,Niger,LIC,STATE,NGO,Governance,2019,585714.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Commodity Assistance,2013,1884.0
Sub-Saharan Africa,Guinea-Bissau,LIC,STATE,Networks,Governance,2007,30671.0
Sub-Saharan Africa,Benin,LIC,PC,Government,Governance,2011,101342.0
Sub-Saharan Africa,Zambia,LMIC,USAID,NGO,Health and Population,2008,68642.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,Government,Health and Population,2017,925.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Administrative Costs,2019,19411.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Enterprises,Health and Population,2016,24704.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,NGO,Governance,2020,156485.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Enterprises,Economic Growth,2012,10921.0
Sub-Saharan Africa,Mozambique,LIC,USAID,Government,Commodity Assistance,1997,47078.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Health and Population,2019,14735632.0
Sub-Saharan Africa,Burundi,LIC,USAID,Church and Faith Based,Health and Population,2009,88412.0
Sub-Saharan Africa,Burundi,LIC,USAID,Enterprises,Administrative Costs,2008,33469.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Government,Commodity Assistance,1998,50969.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Health and Population,2004,84962.0
Sub-Saharan Africa,Angola,LMIC,USAID,Enterprises,Governance,2009,110778.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Multilateral,Governance,2005,463470.0
Sub-Saharan Africa,Benin,LIC,PC,Government,Education,2011,211930.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Health and Population,2016,56812.0
Sub-Saharan Africa,Niger,LIC,USAID,Government,Humanitarian,2011,1223.0
Sub-Saharan Africa,Uganda,LIC,USAID,Government,Governance,2009,142751.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,NGO,Education,2009,42102.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Enterprises,Infrastructure,2017,3610.0
Sub-Saharan Africa,South Africa,UMIC,USAID,Enterprises,Governance,2001,2761.0
Sub-Saharan Africa,Uganda,LIC,USAID,Enterprises,Agriculture,2019,3633.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Enterprises,Health and Population,2007,1180587.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Enterprises,Administrative Costs,2018,52388.0
Sub-Saharan Africa,Niger,LIC,STATE,NGO,Governance,2019,52058.0
Sub-Saharan Africa,Burkina Faso,LIC,USAID,Government,Administrative Costs,2019,8086.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Government,Administrative Costs,2002,630449.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Enterprises,Health and Population,2021,16809.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Government,Health and Population,2017,30203.0
Sub-Saharan Africa,Lesotho,LMIC,USAID,NGO,Health and Population,2014,2925260.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Humanitarian,2007,743772.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Universities and Research Institutes,Health and Population,2012,2912714.0
Sub-Saharan Africa,Niger,LIC,USAID,NGO,Humanitarian,2012,2299585.0
Sub-Saharan Africa,Benin,LIC,USAID,Government,Commodity Assistance,1997,6790.0
Sub-Saharan Africa,Angola,LMIC,USAID,Government,Humanitarian,1997,937192.0
Sub-Saharan Africa,Malawi,LIC,USAID,Government,Health and Population,2015,29441.0
Sub-Saharan Africa,Mozambique,LIC,USAID,Enterprises,Health and Population,2011,26278.0
Sub-Saharan Africa,Malawi,LIC,USAID,Multilateral,Humanitarian,2021,939029.0
Sub-Saharan Africa,Somalia,LIC,USAID,Government,Administrative Costs,2018,81732.0
Sub-Saharan Africa,South Africa,UMIC,USAID,Government,Governance,2006,31448.0
Sub-Saharan Africa,Burundi,LIC,USAID,Government,Other,1978,4042576.0
Sub-Saharan Africa,Angola,LMIC,USAID,Government,Humanitarian,2000,4486001.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Commodity Assistance,2010,393411.0
Sub-Saharan Africa,Uganda,LIC,STATE,Government,Other,2019,9350.0
Sub-Saharan Africa,Zimbabwe,LMIC,DOI,NGO,Other,2014,108343.0
Sub-Saharan Africa,Burkina Faso,LIC,USAID,Government,Administrative Costs,2019,169817.0
Sub-Saharan Africa,Liberia,LIC,USAID,Government,Economic Growth,2017,135688.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Enterprises,Humanitarian,2006,53218.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Enterprises,Health and Population,2014,395060.0
Sub-Saharan Africa,Chad,LIC,USAID,Multilateral,Humanitarian,2012,4764255.0
Sub-Saharan Africa,Uganda,LIC,USAID,Enterprises,Other,2012,124063.0
Sub-Saharan Africa,Mauritania,LMIC,USAID,Multilateral,Humanitarian,2005,2325326.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Multilateral,Health and Population,2012,189348.0
Sub-Saharan Africa,Kenya,LMIC,ADF,NGO,Agriculture,2017,2700.0
Sub-Saharan Africa,Cote d'Ivoire,LMIC,USAID,Government,Administrative Costs,2015,10298.0
Sub-Saharan Africa,Tanzania,LIC,ADF,Enterprises,Agriculture,2009,291884.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Enterprises,Health and Population,2021,4038.0
Sub-Saharan Africa,Kenya,LMIC,HHS,Government,Health and Population,2014,86674.0
Sub-Saharan Africa,Uganda,LIC,ADF,NGO,Economic Growth,2012,276513.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Government,Commodity Assistance,1992,74695.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Commodity Assistance,2003,1318750.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Government,Education,2009,29258.0
Sub-Saharan Africa,Kenya,LMIC,USAID,NGO,Health and Population,2016,2816891.0
Sub-Saharan Africa,Uganda,LIC,USAID,Enterprises,Education,2005,232249.0
Sub-Saharan Africa,Angola,LMIC,USAID,NGO,Governance,2008,905436.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Government,Administrative Costs,2019,1408.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Government,Health and Population,2018,2475.0
Sub-Saharan Africa,Tanzania,LIC,USAID,NGO,Health and Population,2015,9283.0
Sub-Saharan Africa,Malawi,LIC,USAID,Enterprises,Education,2018,77976.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Enterprises,Economic Growth,2008,47612.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Administrative Costs,2011,393.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,STATE,NGO,Governance,2019,69770.0
Sub-Saharan Africa,Uganda,LIC,USAID,Enterprises,Other,2009,27328.0
Sub-Saharan Africa,South Sudan,LIC,USAID,NGO,Humanitarian,2019,3497211.0
Sub-Saharan Africa,Cameroon,LMIC,AF,Government,Governance,2019,41117.0
Sub-Saharan Africa,Central African Republic,LIC,USAID,NGO,Humanitarian,2016,363082.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Health and Population,2020,416752.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Economic Growth,2005,286014.0
Sub-Saharan Africa,Rwanda,LIC,USAID,Government,Governance,2001,35214.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Government,Health and Population,2020,22291.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Health and Population,2011,108434.0
Sub-Saharan Africa,Senegal,LMIC,PC,Government,Governance,2015,83856.0
Sub-Saharan Africa,Burkina Faso,LIC,USAID,NGO,Commodity Assistance,2014,2340208.0
Sub-Saharan Africa,Mali,LIC,USAID,Enterprises,Other,2012,22979.0
Sub-Saharan Africa,Uganda,LIC,STATE,Government,Other,2016,332009.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Government,Health and Population,2018,208385.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,Government,Other,2004,44731.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Enterprises,Agriculture,2017,2660.0
Sub-Saharan Africa,South Africa,UMIC,USAID,Enterprises,Humanitarian,2009,25162.0
Sub-Saharan Africa,Tanzania,LIC,DOL,Multilateral,Governance,2005,6285034.0
Sub-Saharan Africa,Liberia,LIC,USAID,Church and Faith Based,Commodity Assistance,2001,25354.0
Sub-Saharan Africa,Guinea,LIC,USAID,Enterprises,Other,2005,24057.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Enterprises,Administrative Costs,2013,34471.0
Sub-Saharan Africa,South Sudan,LIC,USAID,Enterprises,Governance,2015,856838.0
Sub-Saharan Africa,Burundi,LIC,USAID,Church and Faith Based,Commodity Assistance,2015,3446897.0
Sub-Saharan Africa,Lesotho,LMIC,USAID,NGO,Health and Population,2007,365130.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Agriculture,2009,353648.0
Sub-Saharan Africa,Madagascar,LIC,PC,Government,Governance,2020,15105.0
Sub-Saharan Africa,South Sudan,LIC,USAID,Multilateral,Humanitarian,2021,26783577.0
Sub-Saharan Africa,Malawi,LIC,USAID,Enterprises,Health and Population,2018,6694.0
Sub-Saharan Africa,Kenya,LMIC,STATE,Church and Faith Based,Humanitarian,2008,369658.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Government,Health and Population,2002,124771.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Enterprises,Health and Population,2020,9136.0
Sub-Saharan Africa,Mozambique,LIC,USAID,Enterprises,Health and Population,2020,4079.0
Sub-Saharan Africa,Liberia,LIC,ADF,Enterprises,Economic Growth,2018,99862.0
Sub-Saharan Africa,Tanzania,LIC,STATE,Government,Governance,2009,76624.0
Sub-Saharan Africa,Tanzania,LIC,USAID,Government,Health and Population,2019,99824.0
Sub-Saharan Africa,Guinea,LIC,USAID,Enterprises,Administrative Costs,2021,45431.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Enterprises,Administrative Costs,2020,3300.0
Sub-Saharan Africa,Zambia,LMIC,USAID,NGO,Health and Population,2015,1071048.0
Sub-Saharan Africa,Mali,LIC,USAID,Enterprises,Health and Population,2021,7594.0
Sub-Saharan Africa,Rwanda,LIC,USAID,Enterprises,Governance,2004,53185.0
Sub-Saharan Africa,Sierra Leone,LIC,HHS,Government,Health and Population,2015,2528520.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Administrative Costs,2020,84856.0
Sub-Saharan Africa,Namibia,UMIC,USAID,Government,Health and Population,2014,125625.0
Sub-Saharan Africa,Tanzania,LIC,STATE,Government,Other,2020,8634.0
Sub-Saharan Africa,Gabon,UMIC,USAID,Government,Other,1995,43807.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Church and Faith Based,Education,2018,764549.0
Sub-Saharan Africa,Mali,LIC,USAID,Enterprises,Education,2006,190545.0
Sub-Saharan Africa,Senegal,LMIC,PC,Government,Health and Population,2013,351574.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Administrative Costs,2005,627025.0
Sub-Saharan Africa,Guinea,LIC,STATE,Government,Governance,2004,23929.0
Sub-Saharan Africa,Malawi,LIC,STATE,Government,Health and Population,2012,343958.0
Sub-Saharan Africa,Mali,LIC,USAID,Government,Administrative Costs,2018,3894.0
Sub-Saharan Africa,Nigeria,LMIC,ADF,Enterprises,Economic Growth,2010,19924.0
Sub-Saharan Africa,Mauritius,UMIC,USAID,Government,Commodity Assistance,1993,107268.0
Sub-Saharan Africa,Ethiopia,LIC,PC,Government,Other,2013,183768.0
Sub-Saharan Africa,Tanzania,LIC,USAID,NGO,Governance,2004,29691.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,NGO,Governance,2003,228128.0
Sub-Saharan Africa,Mali,LIC,USAID,NGO,Health and Population,2019,585000.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Health and Population,2013,966246.0
Sub-Saharan Africa,Mauritania,LMIC,USAID,Multilateral,Humanitarian,2013,883425.0
Sub-Saharan Africa,Cameroon,LMIC,PC,Government,Governance,2015,19431.0
Sub-Saharan Africa,Senegal,LMIC,USAID,NGO,Health and Population,2010,934978.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Government,Administrative Costs,2010,3269.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,NGO,Governance,2020,5884.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Economic Growth,2008,13814.0
Sub-Saharan Africa,Liberia,LIC,USAID,NGO,Commodity Assistance,2012,1492143.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,NGO,Health and Population,2014,4614161.0
Sub-Saharan Africa,Central African Republic,LIC,USAID,NGO,Commodity Assistance,2009,135565.0
Sub-Saharan Africa,Kenya,LMIC,USAID,NGO,Commodity Assistance,2008,1908.0
Sub-Saharan Africa,Namibia,UMIC,USAID,Government,Health and Population,2018,197094.0
Sub-Saharan Africa,Niger,LIC,STATE,Multilateral,Humanitarian,2013,1656422.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Government,Commodity Assistance,1998,78540.0
Sub-Saharan Africa,Angola,LMIC,USAID,Enterprises,Health and Population,2016,10453.0
Sub-Saharan Africa,Uganda,LIC,USAID,Enterprises,Governance,2009,1971.0
Sub-Saharan Africa,Guinea,LIC,USAID,Multilateral,Humanitarian,2002,64465.0
Sub-Saharan Africa,Cote d'Ivoire,LMIC,AGR,Government,Commodity Assistance,1999,6632151.0
Sub-Saharan Africa,Central African Republic,LIC,STATE,NGO,Humanitarian,2016,5361305.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Church and Faith Based,Humanitarian,2008,8528405.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Church and Faith Based,Humanitarian,2012,285086.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Governance,2008,5314.0
Sub-Saharan Africa,Liberia,LIC,HHS,NGO,Health and Population,2018,2142092.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Enterprises,Health and Population,2008,3167.0
Sub-Saharan Africa,Niger,LIC,ADF,NGO,Agriculture,2016,3873.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Agriculture,2021,302429.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Enterprises,Administrative Costs,2018,76686.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,NGO,Health and Population,2011,1630596.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Government,Other,1962,2646118.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Governance,2009,192443.0
Sub-Saharan Africa,Tanzania,LIC,USAID,Universities and Research Institutes,Health and Population,2015,267762.0
Sub-Saharan Africa,South Sudan,LIC,USAID,Enterprises,Humanitarian,2013,48798.0
Sub-Saharan Africa,Somalia,LIC,USAID,Government,Other,1997,5537746.0
Sub-Saharan Africa,Benin,LIC,USAID,Government,Health and Population,2009,23153.0
Sub-Saharan Africa,Kenya,LMIC,USAID,NGO,Health and Population,2014,183571.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Health and Population,2019,200000.0
Sub-Saharan Africa,Tanzania,LIC,USAID,Enterprises,Governance,2010,409073.0
Sub-Saharan Africa,Cabo Verde,LMIC,ADF,Enterprises,Economic Growth,2006,56757.0
Sub-Saharan Africa,Uganda,LIC,STATE,NGO,Humanitarian,2006,1607.0
Sub-Saharan Africa,Somalia,LIC,ADF,NGO,Education,2014,79337.0
Sub-Saharan Africa,Tanzania,LIC,USAID,NGO,Health and Population,2012,6866104.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Enterprises,Agriculture,2014,90320.0
Sub-Saharan Africa,Madagascar,LIC,USAID,Government,Health and Population,2017,22949.0
Sub-Saharan Africa,Uganda,LIC,USAID,NGO,Health and Population,2009,42055.0
Sub-Saharan Africa,Central African Republic,LIC,STATE,Multilateral,Humanitarian,2008,190792.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Humanitarian,2011,846958.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,NGO,Commodity Assistance,2012,74786.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Multilateral,Humanitarian,2009,371923.0
Sub-Saharan Africa,Namibia,UMIC,USAID,NGO,Health and Population,2014,624722.0
Sub-Saharan Africa,Malawi,LIC,USAID,Multilateral,Humanitarian,2020,125527.0
Sub-Saharan Africa,Liberia,LIC,AGR,NGO,Education,2014,60487.0
Sub-Saharan Africa,Cote d'Ivoire,LMIC,USAID,NGO,Governance,2014,1856530.0
Sub-Saharan Africa,Malawi,LIC,ADF,NGO,Agriculture,2017,10431.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Enterprises,Health and Population,2016,136471.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Church and Faith Based,Commodity Assistance,2003,155756.0
Sub-Saharan Africa,Ethiopia,LIC,STATE,NGO,Humanitarian,2014,1562048.0
Sub-Saharan Africa,Liberia,LIC,ADF,NGO,Agriculture,2012,5268.0
Sub-Saharan Africa,Zambia,LMIC,USAID,Enterprises,Health and Population,2010,175317.0
Sub-Saharan Africa,South Sudan,LIC,USAID,Enterprises,Administrative Costs,2019,42692.0
Sub-Saharan Africa,Malawi,LIC,USAID,Church and Faith Based,Commodity Assistance,2006,33257.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Health and Population,2009,21178.0
Sub-Saharan Africa,Tanzania,LIC,USAID,Universities and Research Institutes,Health and Population,2012,170831.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Enterprises,Administrative Costs,2004,171941.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,NGO,Governance,2003,6603281.0
Sub-Saharan Africa,Uganda,LIC,STATE,Government,Governance,2012,359191.0
Sub-Saharan Africa,Kenya,LMIC,USAID,NGO,Health and Population,2015,214210.0
Sub-Saharan Africa,Madagascar,LIC,USAID,NGO,Humanitarian,2009,62339.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Enterprises,Agriculture,2021,20997.0
Sub-Saharan Africa,Malawi,LIC,USAID,Enterprises,Administrative Costs,2017,49662.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Governance,2015,40536.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Government,Administrative Costs,2015,843981.0
Sub-Saharan Africa,Malawi,LIC,USAID,Government,Other,2007,69169.0
Sub-Saharan Africa,Ghana,LMIC,USAID,Enterprises,Administrative Costs,2017,9460.0
Sub-Saharan Africa,Guinea,LIC,HHS,Multilateral,Health and Population,2010,26882.0
Sub-Saharan Africa,Zambia,LMIC,USAID,NGO,Health and Population,2019,4013174.0
Sub-Saharan Africa,Liberia,LIC,USAID,NGO,Commodity Assistance,2012,193544.0
Sub-Saharan Africa,Mauritania,LMIC,AGR,Government,Commodity Assistance,2005,2330384.0
Sub-Saharan Africa,Sierra Leone,LIC,STATE,NGO,Governance,1998,121780.0
Sub-Saharan Africa,Malawi,LIC,USAID,Church and Faith Based,Commodity Assistance,2012,90643.0
Sub-Saharan Africa,Guinea,LIC,STATE,NGO,Governance,2009,59347.0
Sub-Saharan Africa,Malawi,LIC,USAID,Government,Health and Population,2016,12906.0
Sub-Saharan Africa,Ghana,LMIC,USAID,NGO,Health and Population,2012,406151.0
Sub-Saharan Africa,Nigeria,LMIC,USAID,Enterprises,Administrative Costs,2019,4054.0
Sub-Saharan Africa,Equatorial Guinea,UMIC,AGR,Government,Commodity Assistance,2001,421083.0
Sub-Saharan Africa,Togo,LIC,PC,Government,Health and Population,2011,112368.0
Sub-Saharan Africa,Zimbabwe,LMIC,USAID,Enterprises,Administrative Costs,2019,416434.0
Sub-Saharan Africa,Mali,LIC,USAID,NGO,Humanitarian,2015,2865052.0
Sub-Saharan Africa,Senegal,LMIC,USAID,Enterprises,Administrative Costs,2016,425.0
Sub-Saharan Africa,Kenya,LMIC,USAID,NGO,Health and Population,2010,569651.0
Sub-Saharan Africa,Congo (Kinshasa),LIC,USAID,Enterprises,Administrative Costs,2009,23821.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Administrative Costs,2020,75393.0
Sub-Saharan Africa,Uganda,LIC,USAID,Universities and Research Institutes,Health and Population,2020,1265028.0
Sub-Saharan Africa,Chad,LIC,STATE,NGO,Humanitarian,2016,318493.0
Sub-Saharan Africa,Burundi,LIC,USAID,Enterprises,Administrative Costs,2019,37595.0
Sub-Saharan Africa,Ghana,LMIC,TREAS,Government,Governance,2014,26745.0
Sub-Saharan Africa,Kenya,LMIC,USAID,Government,Health and Population,2008,104587.0
Sub-Saharan Africa,Rwanda,LIC,USAID,Enterprises,Administrative Costs,2017,29688.0
Sub-Saharan Africa,Benin,LIC,USAID,NGO,Health and Population,2011,45837.0
Sub-Saharan Africa,Senegal,LMIC,STATE,NGO,Governance,2006,37508.0
Sub-Saharan Africa,Mozambique,LIC,USAID,Government,Administrative Costs,2019,140947.0
Sub-Saharan Africa,Malawi,LIC,USAID,Enterprises,Health and Population,2014,373721.0
Sub-Saharan Africa,Liberia,LIC,USAID,Enterprises,Governance,2018,1195.0
Sub-Saharan Africa,Burundi,LIC,USAID,Enterprises,Administrative Costs,2019,18000.0
Sub-Saharan Africa,Mozambique,LIC,USAID,NGO,Commodity Assistance,2013,458812.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Enterprises,Health and Population,2018,82751.0
Sub-Saharan Africa,Ethiopia,LIC,USAID,Government,Administrative Costs,2018,11461.0
Sub-Saharan Africa,Cameroon,LMIC,DOD,Government,Health and Population,2005,65532.0
Sub-Saharan Africa,Malawi,LIC,USAID,NGO,Governance,2011,1043928.0
